 
 ~~~~~~~~~~~~~~~~~~~ жПуМх╚ф╚╡Н ~~~~~~~~~~~~~~~~~~~~
         юОЁл/m  ╣Вг╟╦ъЁл/mm  ╣Вг╟ф╫цФ/mm  ╣Вг╟к╝ф╫/mm  ╣Вг╟╧Л╬Ю/mm  ╣╪оР╧Л  ╣ВвС╧Л╦ъ/mm  ╣Вср╧Л╦ъ/mm  ╣ВвСф╫цФ/mm  ╣Всрф╫цФ/mm   ╣В╨С╦ъЁл/mm  ╣В╨Сф╫цФ/mm  ╣В╨Ск╝ф╫/mm  ╣В╨С╧Л╬Ю/mm  иХ╪фЁ╛╦ъ/mm
      4751.933        2.574        1.739        2.538         .554     ср          1.975        -.563        2.034        1.480        2.011         .259           0.           0.     -112.700
      4752.546        2.421        2.284        2.671         .365     ср          2.214        -.457        2.394        2.030        1.963         .254           0.           0.     -111.400
      4753.159        2.109        2.526        2.750         .175     ср          2.558        -.192        2.452        2.277        1.916         .249           0.           0.     -110.200
      4753.772        2.304        2.560        2.744         .000     ср          2.309        -.435        2.315        2.315        1.869         .245           0.           0.     -108.900
      4754.385        2.529        2.415        2.808        -.300     ср          2.101        -.707        1.874        2.174        1.822         .240           0.           0.     -107.800
      4754.998        2.665        2.786        2.780        -.200     ср          1.890        -.890        2.350        2.550        1.774         .236           0.           0.     -106.500
      4755.610        2.727        3.221        3.049        -.100     ср          2.050        -.999        2.889        2.989        1.727         .231           0.           0.     -105.300
      4756.223        2.919        3.774        3.590         .200     ср          2.351       -1.239        3.747        3.547        1.680         .227           0.           0.     -104.000
      4756.836        3.187        4.290        4.186         .538     ср          2.631       -1.555        4.606        4.068        1.633         .222           0.           0.     -102.900
      4757.449        3.335        4.360        4.303         .700     ср          2.554       -1.749        4.842        4.142        1.585         .218           0.           0.     -101.600
      4758.062        3.305        4.326        4.382         .600     ср          2.615       -1.767        4.713        4.113        1.538         .213           0.           0.     -100.400
      4758.675        3.054        4.148        4.131         .369     ср          2.568       -1.563        4.309        3.940        1.491         .209           0.           0.      -99.100
      4759.287        3.001        4.071        4.040         .200     ср          2.482       -1.558        4.066        3.866        1.443         .204           0.           0.      -98.000
      4759.900        2.857        3.432        3.820         .300     ср          2.358       -1.461        3.532        3.232        1.396         .200           0.           0.      -96.700
      4760.513        2.890        2.832        3.599         .500     ср          2.057       -1.541        3.137        2.637        1.349         .195           0.           0.      -95.500
      4761.126        2.672        2.222        3.189         .500     ср          1.818       -1.371        2.531        2.031        1.302         .191           0.           0.      -94.200
      4761.739        2.653        1.520        3.057         .400     ср          1.658       -1.399        1.734        1.334        1.254         .186           0.           0.      -93.000
      4762.351        2.722        1.068        3.036         .500     ср          1.521       -1.515        1.386         .886        1.207         .182           0.           0.      -91.800
      4762.964        2.520         .958        3.173         .558     ср          1.814       -1.360        1.339         .781        1.160         .177           0.           0.      -90.600
      4763.577        2.264         .838        3.195        1.095     ср          2.043       -1.152        1.760         .665        1.113         .173           0.           0.      -89.300
      4764.190        1.596         .819        3.112        1.337     ср          2.581        -.531        1.988         .651        1.065         .168           0.           0.      -88.100
      4764.803        1.148        1.005        2.854        1.373     ср          2.723        -.130        2.214         .841        1.018         .164           0.           0.      -86.900
      4765.416         .554        1.326        2.533        1.083     ср          2.950         .417        2.251        1.167         .971         .159           0.           0.      -85.700
      4766.029         .518        1.518        2.019         .294     ср          2.459         .440        1.657        1.363         .958         .155           0.           0.      -84.400
      4766.641         .400        1.862        1.796        -.496     ср          2.364         .568        1.216        1.712         .968         .150           0.           0.      -83.200
      4767.254         .087        2.454        1.671       -1.171     ср          2.564         .893        1.138        2.309         .979         .146           0.           0.      -82.100
      4767.867        -.078        2.767        1.551       -1.475     ср          2.619        1.068        1.150        2.625         .990         .141           0.           0.      -80.800
      4768.480        -.181        2.983        1.530       -1.400     ср          2.712        1.181        1.446        2.846        1.001         .137           0.           0.      -79.500
      4769.093         .385        3.093        1.919       -1.000     ср          2.546         .627        1.961        2.961        1.012         .132           0.           0.      -78.300
      4769.706        1.081        2.999        2.434        -.700     ср          2.375        -.059        2.172        2.872        1.023         .128           0.           0.      -77.200
      4770.318        2.029        2.492        2.503        -.466     ср          1.507        -.996        1.903        2.369        1.033         .123           0.           0.      -75.900
      4770.914        2.423        2.202        2.531         .311     ср          1.152       -1.380        2.394        2.084        1.044         .119           0.           0.      -74.700
      4771.510        2.199        2.018        2.473         .587     ср          1.329       -1.145        2.491        1.904        1.054         .114           0.           0.      -73.500
      4772.106        2.400        1.671        2.326         .600     ср           .991       -1.335        2.161        1.561        1.065         .110           0.           0.      -72.300
      4772.702        2.693        1.273        2.178         .700     ср           .561       -1.618        1.867        1.168        1.076         .105           0.           0.      -71.100
      4773.297        3.135        1.167        1.946         .485     ср          -.103       -2.049        1.551        1.066        1.086         .101           0.           0.      -69.900
      4773.893        3.127        1.058        1.883         .008     ср          -.147       -2.030         .970         .962        1.097         .097           0.           0.      -68.700
      4774.489        2.807         .730        1.804        -.200     ср           .104       -1.700         .438         .638        1.107         .092           0.           0.      -67.500
      4775.085        2.419         .301        1.832         .088     ср           .531       -1.302         .301         .213        1.118         .088           0.           0.      -66.400
      4775.681        2.065        -.213        1.961         .320     ср          1.024        -.937         .024        -.297        1.128         .084           0.           0.      -65.200
      4776.277        2.299        -.739        1.990         .500     ср           .830       -1.161        -.318        -.818        1.139         .079           0.           0.      -63.900
      4776.873        2.169       -1.059        2.119         .300     ср          1.100       -1.019        -.834       -1.134        1.149         .075           0.           0.      -62.700
      4777.468        1.837       -1.042        2.099         .200     ср          1.422        -.677        -.912       -1.112        1.160         .070           0.           0.      -61.600
      4778.064        1.694       -1.139        1.851         .100     ср          1.328        -.524       -1.105       -1.205        1.170         .066           0.           0.      -60.400
      4778.660        1.729       -1.100        1.604         .002     ср          1.056        -.548       -1.160       -1.162        1.181         .062           0.           0.      -59.200
      4779.256        1.852       -1.118        1.535         .000     ср           .874        -.661       -1.175       -1.175        1.191         .057           0.           0.      -58.000
      4779.852        1.997        -.878        1.664         .000     ср           .869        -.795        -.931        -.931        1.202         .053           0.           0.      -56.800
      4780.448        2.077        -.656        1.862        -.069     ср           .997        -.865        -.773        -.704        1.212         .048           0.           0.      -55.600
      4781.043        2.020        -.421        2.122        -.200     ср          1.325        -.797        -.665        -.465        1.223         .044           0.           0.      -54.400
      4781.639        2.004        -.264        2.351        -.100     ср          1.581        -.771        -.403        -.303        1.233         .040           0.           0.      -53.200
      4782.235        2.359        -.246        2.720         .000     ср          1.605       -1.115        -.281        -.281        1.244         .035           0.           0.      -52.100
      4782.831        2.446        -.277        3.046        -.037     ср          1.855       -1.192        -.345        -.308        1.255         .031           0.           0.      -50.900
      4783.427        2.411        -.563        3.039         .213     ср          1.893       -1.146        -.376        -.589        1.265         .026           0.           0.      -49.600
      4784.023        2.355        -.972        3.068         .200     ср          1.989       -1.079        -.794        -.994        1.276         .022           0.           0.      -48.400
      4784.619        2.347       -1.283        2.932         .400     ср          1.871       -1.060        -.901       -1.301        1.286         .018           0.           0.      -47.300
      4785.215        2.256       -1.552        2.885         .600     ср          1.926        -.959        -.965       -1.565        1.297         .013           0.           0.      -46.100
      4785.810        2.025       -1.914        2.856         .700     ср          2.138        -.718       -1.223       -1.923        1.307         .009           0.           0.      -44.900
      4786.406        1.883       -2.556        2.986         .900     ср          2.420        -.566       -1.660       -2.560        1.318         .005           0.           0.      -43.700
      4787.002        1.850       -3.305        2.915         .900     ср          2.394        -.522       -2.405       -3.305        1.328         .000           0.           0.      -42.500
      4787.598        1.685       -3.978        2.748         .800     ср          2.402        -.347       -3.174       -3.974        1.339        -.004           0.           0.      -41.300
      4788.194        1.484       -4.342        2.574         .751     ср          2.439        -.135       -3.583       -4.333        1.349        -.009           0.           0.      -40.100
      4788.789        1.178       -4.332        2.302         .499     ср          2.484         .182       -3.820       -4.319        1.360        -.013           0.           0.      -38.900
      4789.385         .843       -4.168        2.156         .200     ср          2.683         .527       -3.951       -4.151        1.370        -.017           0.           0.      -37.800
      4789.981         .467       -3.839        1.908         .300     ср          2.823         .914       -3.517       -3.817        1.381        -.022           0.           0.      -36.600
      4790.577         .105       -3.087        1.662         .531     ср          2.948        1.287       -2.530       -3.061        1.391        -.026           0.           0.      -35.300
      4791.173         .034       -2.140        1.522         .500     ср          2.890        1.368       -1.609       -2.109        1.402        -.031           0.           0.      -34.100
      4791.769        -.154        -.838        1.568         .516     ср          3.135        1.567        -.287        -.803        1.413        -.035           0.           0.      -33.000
      4792.365        -.629         .432        1.321         .400     ср          3.372        2.052         .871         .471        1.423        -.039           0.           0.      -31.800
      4792.961        -.760        1.268        1.237         .100     ср          3.430        2.193        1.412        1.312        1.434        -.044           0.           0.      -30.600
      4793.556        -.631        1.865        1.313        -.013     ср          3.389        2.075        1.900        1.913        1.444        -.048           0.           0.      -29.400
      4794.152        -.188        2.013        1.470        -.400     ср          3.113        1.642        1.665        2.065        1.455        -.053           0.           0.      -28.300
      4794.748         .307        1.710        1.700        -.967     ср          2.858        1.159         .801        1.767        1.465        -.057           0.           0.      -27.000
      4795.344        1.269         .776        2.030       -1.143     ср          2.236         .206        -.306         .837        1.476        -.061           0.           0.      -25.800
      4795.940        1.818        -.339        2.259        -.680     ср          1.927        -.332        -.953        -.273        1.486        -.066           0.           0.      -24.600
      4796.536        2.187       -1.545        2.493        -.596     ср          1.803        -.690       -2.072       -1.475        1.497        -.070           0.           0.      -23.500
      4797.131        2.938       -2.784        2.373        -.673     ср           .942       -1.431       -3.383       -2.710        1.507        -.075           0.           0.      -22.300
      4797.727        3.321       -3.579        2.199       -1.050     ср           .397       -1.803       -4.550       -3.500        1.518        -.079           0.           0.      -21.100
      4798.323        3.209       -4.142        1.653       -1.226     ср          -.028       -1.680       -5.285       -4.058        1.528        -.083           0.           0.      -19.800
      4798.919        2.745       -4.616        1.403       -1.197     ср           .196       -1.206       -5.725       -4.528        1.539        -.088           0.           0.      -18.700
      4799.515        2.052       -4.677         .859       -1.100     ср           .357        -.503       -5.685       -4.585        1.549        -.092           0.           0.      -17.500
      4800.111        1.304       -4.269         .413       -1.156     ср           .669         .256       -5.328       -4.172        1.560        -.096           0.           0.      -16.300
      4800.707         .607       -3.521         .366       -1.300     ср          1.330         .963       -4.721       -3.421        1.570        -.101           0.           0.      -15.100
      4801.302         .471       -2.315         .639       -1.190     ср          1.749        1.110       -3.400       -2.210        1.581        -.105           0.           0.      -13.900
      4801.898         .092       -1.240         .946        -.813     ср          2.446        1.500       -1.943       -1.130        1.592        -.110           0.           0.      -12.700
      4802.494        -.034        -.618        1.090        -.500     ср          2.726        1.636       -1.004        -.504        1.602        -.114           0.           0.      -11.500
      4803.090         .148        -.256        1.080        -.200     ср          2.545        1.465        -.337        -.137        1.613        -.118           0.           0.      -10.300
      4803.686         .357         .072        1.350        -.200     ср          2.616        1.266        -.004         .196        1.623        -.125           0.           0.       -9.200
      4804.282         .567         .468        1.587        -.200     ср          2.654        1.067         .401         .601        1.634        -.133           0.           0.       -8.000
      4804.877         .995         .846        1.781        -.370     ср          2.430         .649         .618         .988        1.644        -.142           0.           0.       -6.700
      4805.473        1.479        1.304        2.088        -.553     ср          2.264         .176         .902        1.455        1.655        -.151           0.           0.       -5.500
      4806.069        1.822        1.307        2.371        -.453     ср          2.214        -.157        1.014        1.466        1.665        -.160           0.           0.       -4.400
      4806.665        2.146        1.142        2.301         .201     ср          1.831        -.470        1.511        1.310        1.676        -.168           0.           0.       -3.200
      4807.261        2.470        1.115        2.132         .900     ср          1.348        -.784        2.192        1.292        1.686        -.177           0.           0.       -2.000
      4807.857        2.551        1.124        1.554         .946     ср           .699        -.855        2.255        1.309        1.697        -.186           0.           0.        -.800
      4808.453        2.935        1.167        1.331         .469     ср           .103       -1.228        1.831        1.361        1.707        -.194           0.           0.         .000
      4809.048        3.492         .935        1.607        -.007     ср          -.167       -1.774        1.131        1.138        1.718        -.203           0.           0.         .000
      4809.644        3.587         .760        1.800         .000     ср          -.058       -1.858         .972         .972        1.728        -.212           0.           0.         .000
      4810.240        3.405         .185        1.700         .361     ср           .034       -1.666         .767         .406        1.739        -.220           0.           0.         .000
      4810.836        3.147        -.377        1.462         .500     ср           .065       -1.398         .352        -.148        1.750        -.229           0.           0.         .000
      4811.432        2.986        -.710        1.185         .385     ср          -.041       -1.226        -.086        -.472        1.760        -.238           0.           0.         .000
      4812.028        2.758        -.923        1.000         .009     ср           .012        -.988        -.668        -.677        1.771        -.246           0.           0.         .000
      4812.623        2.574        -.815        1.068         .068     ср           .275        -.793        -.492        -.560        1.781        -.255           0.           0.         .000
      4813.219        2.402        -.843        1.100         .100     ср           .489        -.611        -.479        -.579        1.792        -.264           0.           0.         .000
      4813.815        2.327        -.712        1.200         .100     ср           .675        -.525        -.339        -.439        1.802        -.272           0.           0.         .000
      4814.411        2.510        -.640        1.300        -.099     ср           .603        -.697        -.458        -.359        1.813        -.281           0.           0.         .000
      4815.007        2.687        -.629        1.400        -.300     ср           .537        -.863        -.639        -.339        1.823        -.290           0.           0.         .000
      4815.603        2.882        -.462        1.500        -.248     ср           .452       -1.048        -.411        -.163        1.834        -.299           0.           0.         .000
      4816.199        3.053        -.354        1.600        -.142     ср           .392       -1.208        -.188        -.046        1.844        -.307           0.           0.         .000
      4816.794        3.237        -.234        1.600         .100     ср           .218       -1.382         .182         .082        1.855        -.316           0.           0.         .000
      4817.390        3.630        -.422        1.700         .200     ср          -.064       -1.764         .103        -.097        1.865        -.325           0.           0.         .000
      4817.986        3.721        -.578        1.800         .200     ср          -.045       -1.845        -.045        -.245        1.876        -.333           0.           0.         .000
      4818.582        3.648        -.655        1.900         .200     ср           .138       -1.762        -.113        -.313        1.886        -.342           0.           0.         .000
      4819.178        3.449        -.651        1.800         .087     ср           .248       -1.552        -.213        -.300        1.897        -.351           0.           0.         .000
      4819.774        3.619        -.326        1.600         .100     ср          -.111       -1.711         .133         .033        1.908        -.359           0.           0.         .000
      4820.369        3.767        -.094        1.233         .400     ср          -.616       -1.849         .674         .274        1.918        -.368           0.           0.         .000
      4820.965        3.719         .030        1.100         .900     ср          -.690       -1.790        1.307         .407        1.929        -.377           0.           0.         .000
      4821.561        3.392        -.284        1.100        1.321     ср          -.353       -1.453        1.422         .102        1.939        -.385           0.           0.         .000
      4822.157        2.933        -.273        1.200        1.400     ср           .217        -.983        1.521         .121        1.950        -.394           0.           0.         .000
      4822.753        2.581        -.139        1.200        1.426     ср           .579        -.621        1.690         .264        1.960        -.403           0.           0.         .000
      4823.349        2.329        -.079        1.100        1.200     ср           .742        -.358        1.532         .332        1.971        -.412           0.           0.         .000
      4823.944        2.151         .052        1.100        1.128     ср           .930        -.170        1.600         .472        1.981        -.420           0.           0.         .000
      4824.540        1.707         .204        1.200        1.105     ср          1.485         .285        1.737         .633        1.992        -.429           0.           0.         .000
      4825.136        1.207         .500        1.200         .819     ср          1.996         .796        1.756         .937        2.002        -.438           0.           0.         .000
      4825.731         .872         .770        1.200         .285     ср          2.341        1.141        1.501        1.216        2.013        -.446           0.           0.         .000
      4826.326         .762        1.155        1.000        -.133     ср          2.261        1.261        1.476        1.610        2.023        -.455           0.           0.         .000
      4826.921         .770        1.320         .800        -.391     ср          2.064        1.264        1.393        1.784        2.034        -.464           0.           0.         .000
      4827.516         .790        1.373         .600        -.200     ср          1.852        1.252        1.646        1.846        2.042        -.472           0.           0.         .000
      4828.110         .980        1.580         .300        -.100     ср          1.366        1.066        1.961        2.061        2.046        -.481           0.           0.         .000
      4828.705        1.185        1.777         .100         .000     ср           .966         .866        2.267        2.267        2.050        -.490           0.           0.         .000
      4829.300        1.531        1.656        -.100         .014     ср           .423         .523        2.168        2.154        2.054        -.498           0.           0.         .000
      4829.895        1.898        1.119        -.200         .110     ср          -.040         .160        1.737        1.626        2.058        -.507           0.           0.         .000
      4830.490        2.376         .825        -.200         .100     ср          -.514        -.314        1.440        1.340        2.062        -.516           0.           0.         .000
      4831.085        2.727         .639        -.300         .100     ср          -.961        -.661        1.263        1.163        2.066        -.524           0.           0.         .000
      4831.680        3.250         .658        -.200        -.018     ср         -1.380       -1.180        1.173        1.191        2.070        -.533           0.           0.         .000
      4832.275        3.680         .838        -.100         .000     ср         -1.706       -1.606        1.379        1.379        2.074        -.542           0.           0.         .000
      4832.869        3.997         .803         .170         .000     ср         -1.749       -1.919        1.354        1.354        2.078        -.550           0.           0.         .000
      4833.464        4.034         .653         .446         .000     ср         -1.506       -1.952        1.212        1.212        2.082        -.559           0.           0.         .000
      4834.059        3.885         .567         .700        -.322     ср         -1.099       -1.799         .814        1.135        2.086        -.568           0.           0.         .000
      4834.654        3.525         .603         .898        -.998     ср          -.537       -1.435         .182        1.179        2.090        -.576           0.           0.         .000
      4835.249        3.242         .547        1.000       -1.500     ср          -.148       -1.148        -.368        1.132        2.094        -.585           0.           0.         .000
      4835.844        2.970         .663        1.000       -1.600     ср           .128        -.872        -.343        1.257        2.098        -.594           0.           0.         .000
      4836.439        2.609         .916         .900       -1.600     ср           .393        -.507        -.082        1.518        2.102        -.602           0.           0.         .000
      4837.034        2.130         .933         .498       -1.600     ср           .474        -.024        -.056        1.544        2.106        -.611           0.           0.         .000
      4837.628        1.826         .909        -.078       -1.778     ср           .205         .283        -.249        1.529        2.110        -.620           0.           0.         .000
      4838.223        1.626         .517        -.600       -1.446     ср          -.112         .488        -.301        1.145        2.114        -.628           0.           0.         .000
      4838.818        1.405         .421        -.900        -.940     ср          -.187         .713         .118        1.058        2.118        -.637           0.           0.         .000
      4839.413        1.246         .721        -.900        -.506     ср          -.024         .876         .860        1.366        2.122        -.646           0.           0.         .000
      4840.008        1.192        1.035        -.800        -.882     ср           .134         .934         .808        1.690        2.126        -.655           0.           0.         .000
      4840.603        1.294        1.336        -.700       -1.358     ср           .135         .835         .642        2.000        2.130        -.663           0.           0.         .000
      4841.198        1.820        1.041        -.566       -1.266     ср          -.252         .314         .447        1.713        2.134        -.672           0.           0.         .000
      4841.792        2.356         .730        -.390        -.780     ср          -.609        -.219         .631        1.411        2.137        -.681           0.           0.         .000
      4842.387        2.919         .428        -.200        -.028     ср          -.978        -.778        1.089        1.117        2.141        -.689           0.           0.         .000
      4842.982        3.265         .384         .000         .100     ср         -1.120       -1.120        1.182        1.082        2.145        -.698           0.           0.         .000
      4843.577        3.745         .442         .200         .000     ср         -1.396       -1.596        1.149        1.149        2.149        -.707           0.           0.         .000
      4844.172        4.411         .212         .200         .214     ср         -2.058       -2.258        1.141         .927        2.153        -.715           0.           0.         .000
      4844.767        4.980        -.020         .100         .690     ср         -2.723       -2.823        1.394         .704        2.157        -.724           0.           0.         .000
      4845.362        5.240        -.314        -.100         .734     ср         -3.179       -3.079        1.153         .419        2.161        -.733           0.           0.         .000
      4845.957        4.732        -.252        -.200         .758     ср         -2.767       -2.567        1.247         .489        2.165        -.741           0.           0.         .000
      4846.551        3.833        -.237        -.282         .500     ср         -1.946       -1.664        1.013         .513        2.169        -.750           0.           0.         .000
      4847.146        3.010        -.180        -.200         .600     ср         -1.037        -.837        1.178         .578        2.173        -.759           0.           0.         .000
      4847.741        2.246         .128        -.130         .700     ср          -.199        -.069        1.596         .896        2.177        -.767           0.           0.         .000
      4848.336        1.623         .321        -.100         .700     ср           .458         .558        1.797        1.097        2.181        -.776           0.           0.         .000
      4848.931         .903         .401        -.078         .878     ср          1.205        1.283        2.063        1.185        2.185        -.785           0.           0.         .000
      4849.526         .272         .236        -.100        1.098     ср          1.817        1.917        2.128        1.030        2.189        -.793           0.           0.         .000
      4850.121        -.175        -.107        -.200        1.200     ср          2.168        2.368        1.895         .695        2.193        -.802           0.           0.         .000
      4850.716        -.282        -.360        -.300        1.050     ср          2.179        2.479        1.500         .451        2.197        -.811           0.           0.         .000
      4851.310        -.082        -.352        -.200         .974     ср          2.083        2.283        1.441         .468        2.201        -.819           0.           0.         .000
      4851.905         .090        -.229         .000         .698     ср          2.115        2.115        1.296         .599        2.205        -.828           0.           0.         .000
      4852.500         .492        -.347         .078         .600     ср          1.795        1.716        1.090         .490        2.209        -.837           0.           0.         .000
      4853.095        1.041        -.584         .046         .400     ср          1.217        1.171         .661         .261        2.213        -.845           0.           0.         .000
      4853.690        1.699        -.736        -.100         .400     ср           .418         .518         .518         .118        2.217        -.854           0.           0.         .000
      4854.285        2.311        -.734        -.207         .300     ср          -.297        -.090         .429         .129        2.221        -.863           0.           0.         .000
      4854.880        2.896        -.452        -.300         .500     ср          -.971        -.671         .919         .419        2.225        -.871           0.           0.         .000
      4855.475        3.384        -.346        -.200         .541     ср         -1.355       -1.155        1.076         .534        2.229        -.880           0.           0.         .000
      4856.069        3.951        -.408        -.100         .465     ср         -1.818       -1.718         .946         .480        2.233        -.889           0.           0.         .000
      4856.664        4.421        -.601        -.100         .200     ср         -2.285       -2.185         .496         .296        2.237        -.897           0.           0.         .000
      4857.259        4.609        -.780        -.287         .100     ср         -2.655       -2.369         .226         .126        2.241        -.906           0.           0.         .000
      4857.854        4.391        -.564        -.400        -.100     ср         -2.547       -2.147         .250         .350        2.245        -.915           0.           0.         .000
      4858.449        4.093        -.384        -.400        -.200     ср         -2.245       -1.845         .340         .540        2.248        -.923           0.           0.         .000
      4859.044        3.673        -.239        -.400        -.300     ср         -1.821       -1.421         .393         .693        2.252        -.932           0.           0.         .000
      4859.639        3.305        -.327        -.500        -.691     ср         -1.549       -1.049        -.077         .614        2.256        -.941           0.           0.         .000
      4860.234        2.845        -.354        -.667        -.933     ср         -1.252        -.585        -.338         .595        2.260        -.949           0.           0.         .000
      4860.828        2.514        -.262        -.943       -1.000     ср         -1.193        -.250        -.304         .696        2.264        -.958           0.           0.         .000
      4861.423        2.078         .074       -1.100        -.981     ср          -.910         .190         .060        1.041        2.268        -.967           0.           0.         .000
      4862.018        1.783         .388       -1.295        -.800     ср          -.806         .489         .564        1.364        2.272        -.976           0.           0.         .000
      4862.613        1.484         .656       -1.500        -.700     ср          -.708         .792         .941        1.641        2.276        -.984           0.           0.         .000
      4863.208        1.214         .805       -1.847        -.253     ср          -.780        1.067        1.545        1.798        2.280        -.993           0.           0.         .000
      4863.803         .961        1.024       -2.123         .100     ср          -.800        1.323        2.126        2.026        2.284       -1.002           0.           0.         .000
      4864.398         .792        1.160       -2.499         .399     ср         -1.002        1.497        2.569        2.170        2.288       -1.010           0.           0.         .000
      4864.993         .715        1.466       -2.600         .225     ср         -1.023        1.577        2.710        2.485        2.292       -1.019           0.           0.         .000
      4865.587         .735        1.677       -2.700         .100     ср         -1.139        1.561        2.805        2.705        2.296       -1.028           0.           0.         .000
      4866.182         .952        1.589       -2.600         .127     ср         -1.252        1.348        2.753        2.626        2.300       -1.036           0.           0.         .000
      4866.777        1.263        1.187       -2.300         .100     ср         -1.259        1.041        2.331        2.231        2.304       -1.045           0.           0.         .000
      4867.372        1.534         .842       -2.021         .100     ср         -1.247         .774        1.995        1.895        2.308       -1.054           0.           0.         .000
      4867.967        2.100         .476       -1.700        -.200     ср         -1.489         .211        1.338        1.538        2.312       -1.062           0.           0.         .000
      4868.562        2.527         .017       -1.269        -.331     ср         -1.480        -.211         .757        1.088        2.316       -1.071           0.           0.         .000
      4869.157        2.561        -.262        -.793        -.200     ср         -1.034        -.241         .618         .818        2.320       -1.080           0.           0.         .000
      4869.751        2.740        -.719        -.417        -.100     ср          -.834        -.417         .270         .369        2.324       -1.088           0.           0.         .000
      4870.346        2.770       -1.265        -.200         .518     ср          -.643        -.443         .350        -.168        2.328       -1.097           0.           0.         .000
      4870.941        2.588       -1.502        -.100         .530     ср          -.356        -.256         .133        -.397        2.332       -1.106           0.           0.         .000
      4871.536        2.146       -1.182         .000        -.122     ср           .189         .189        -.190        -.068        2.336       -1.114           0.           0.         .000
      4872.131        1.784        -.855         .100        -.887     ср           .655         .555        -.619         .268        2.340       -1.123           0.           0.         .000
      4872.726        1.542        -.807         .000        -.900     ср           .802         .802        -.576         .324        2.344       -1.132           0.           0.         .000
      4873.321        1.232        -.710        -.139        -.800     ср           .977        1.116        -.370         .430        2.348       -1.140           0.           0.         .000
      4873.916        1.236        -.611        -.100       -1.031     ср          1.016        1.116        -.492         .539        2.352       -1.149           0.           0.         .000
      4874.510        1.318        -.188         .000       -1.583     ср          1.037        1.037        -.613         .970        2.355       -1.158           0.           0.         .000
      4875.105        1.276         .551         .200       -1.733     ср          1.283        1.083        -.015        1.718        2.359       -1.166           0.           0.         .000
      4875.700        1.264         .940         .200       -1.357     ср          1.300        1.100         .758        2.115        2.363       -1.175           0.           0.         .000
      4876.295        1.218         .896         .000        -.480     ср          1.149        1.149        1.599        2.080        2.367       -1.184           0.           0.         .000
      4876.890        1.315         .825        -.195        -.104     ср           .860        1.056        1.912        2.017        2.371       -1.192           0.           0.         .000
      4877.485        1.262        1.066        -.128        -.443     ср           .985        1.113        1.824        2.267        2.375       -1.201           0.           0.         .000
      4878.080        1.450        1.479         .000        -.995     ср           .930         .930        1.694        2.689        2.379       -1.210           0.           0.         .000
      4878.675        1.643        1.575         .200       -1.200     ср           .940         .740        1.593        2.793        2.383       -1.218           0.           0.         .000
      4879.269        1.989        1.311         .300       -1.300     ср           .698         .398        1.238        2.538        2.387       -1.227           0.           0.         .000
      4879.864        2.407         .853         .300        -.924     ср           .284        -.016        1.165        2.089        2.391       -1.236           0.           0.         .000
      4880.459        2.666         .574         .552        -.548     ср           .281        -.271        1.270        1.818        2.395       -1.244           0.           0.         .000
      4881.054        2.904         .423         .828        -.100     ср           .323        -.505        1.577        1.677        2.399       -1.253           0.           0.         .000
      4881.649        3.063         .199        1.204         .400     ср           .544        -.660        1.861        1.461        2.403       -1.262           0.           0.         .000
      4882.244        3.171         .077        1.580         .420     ср           .815        -.764        1.768        1.348        2.407       -1.271           0.           0.         .000
      4882.838        3.023        -.041        1.800         .200     ср          1.188        -.612        1.438        1.238        2.411       -1.279           0.           0.         .000
      4883.433        2.742        -.055        1.900         .300     ср          1.573        -.327        1.533        1.233        2.415       -1.288           0.           0.         .000
      4884.028        2.489         .108        1.900         .515     ср          1.830        -.070        1.920        1.405        2.419       -1.297           0.           0.         .000
      4884.623        2.043         .136        1.900         .884     ср          2.280         .380        2.324        1.441        2.423       -1.305           0.           0.         .000
      4885.218        1.605         .118        1.800         .840     ср          2.622         .822        2.272        1.432        2.427       -1.314           0.           0.         .000
      4885.813        1.254         .307        1.700         .700     ср          2.877        1.177        2.329        1.630        2.431       -1.323           0.           0.         .000
      4886.408        1.085         .501        1.688         .800     ср          3.038        1.350        2.632        1.832        2.435       -1.331           0.           0.         .000
      4887.003         .916         .335        1.500        1.288     ср          3.023        1.523        2.962        1.675        2.439       -1.340           0.           0.         .000
      4887.597         .910        -.068        1.336        1.564     ср          2.869        1.533        2.845        1.281        2.443       -1.349           0.           0.         .000
      4888.192        1.039        -.525        1.300        1.600     ср          2.708        1.408        2.433         .833        2.447       -1.357           0.           0.         .000
      4888.787        1.299        -.660        1.300        1.284     ср          2.452        1.152        1.990         .706        2.451       -1.366           0.           0.         .000
      4889.382        1.406        -.746        1.400         .992     ср          2.449        1.049        1.620         .628        2.455       -1.375           0.           0.         .000
